Tweets	Followers	Friends	Happy	Sad
250	40	50	0.480856	0.519144
4	3	3	0.480856	0.519144
710	35	18	0.480856	0.519144
49	284	481	0.480856	0.519144
3	1	2	0.480856	0.519144
81	41	296	0.480856	0.519144
100	45	55	0.480856	0.519144
303	63	138	0.480856	0.519144
119	15	13	0.480856	0.519144
146	4	0	0.480856	0.519144
240	275	228	0.480856	0.519144
1054	305	217	0.480856	0.519144
138	2	4	0.480856	0.519144
533	22	37	0.480856	0.519144
230	37	39	0.480856	0.519144
8034	2938	2777	0.480856	0.519144
75	16	13	0.029411	0.970589
6981	2362	2339	0.480856	0.519144
316	51	57	0.970588	0.029412
1952	150	100	0.480856	0.519144
68	138	93	0.480856	0.519144
674	161	121	0.480856	0.519144
795	129	93	0.029411	0.970589
626	79	92	0.999150	0.000850
2210	372	230	0.480856	0.519144
474	46	157	0.480856	0.519144
81	31	99	0.480856	0.519144
904	280	91	0.480856	0.519144
14	0	1	0.480856	0.519144
852	302	35	0.480856	0.519144
281	38	84	0.480856	0.519144
1603	488	445	0.480856	0.519144
85	30	130	0.480856	0.519144
474	230	358	0.480856	0.519144
2770	422	357	0.480856	0.519144
341	22	11	0.480856	0.519144
205	12	32	0.480856	0.519144
5709	2172	483	0.480856	0.519144
538	124	214	0.480856	0.519144
2627	429	404	0.480856	0.519144
1339	151	142	0.999150	0.000850
544	175	178	0.480856	0.519144
1100	25	22	0.480856	0.519144
6	0	20	0.480856	0.519144
276	71	59	0.970588	0.029412
1070	49	54	0.480856	0.519144
422	107	134	0.480856	0.519144
7	8	21	0.480927	0.519073
4261	931	775	0.480856	0.519144
7	6	12	0.970588	0.029412
566	993	1537	0.480856	0.519144
677	141	135	0.480856	0.519144
1458	69	127	0.480856	0.519144
132	77	34	0.480856	0.519144
580	106	87	0.480927	0.519073
619	55	44	0.480856	0.519144
1764	111	145	0.480856	0.519144
1619	170	122	0.480856	0.519144
2505	285	628	0.480856	0.519144
5	3	20	0.480856	0.519144
1429	36	26	0.480856	0.519144
113	29	66	0.480927	0.519073
691	48	28	0.970588	0.029412
8	16	17	0.480856	0.519144
1231	84	123	0.480927	0.519073
11431	560	82	0.480856	0.519144
4	9	28	0.480927	0.519073
28	53	3	0.480856	0.519144
1221	224	260	0.480856	0.519144
178	47	118	0.480856	0.519144
4788	254	113	0.970588	0.029412
208	100	1	0.480856	0.519144
562	83	129	0.480856	0.519144
90	24	30	0.480856	0.519144
494	81	101	0.480856	0.519144
46	263	0	0.480856	0.519144
3866	742	1	0.480856	0.519144
6	2	8	0.999568	0.000432
6914	329	184	0.480856	0.519144
457	107	91	0.480856	0.519144
162	15	24	0.970588	0.029412
295	38	56	0.480856	0.519144
27355	1079	1416	0.480856	0.519144
419	27	22	0.480856	0.519144
3684	257	187	0.480856	0.519144
216	36	77	0.480856	0.519144
11151	819	173	0.480856	0.519144
10158	13260	12196	0.480856	0.519144
76	70	67	0.480856	0.519144
135	17	46	0.480856	0.519144
1148	148	204	0.480856	0.519144
525	49	126	0.970588	0.029412
427	70	126	0.480856	0.519144
1983	1701	1956	0.999150	0.000850
6368	237	1	0.480856	0.519144
128	45	74	0.480856	0.519144
126	64	122	0.480856	0.519144
359	114	142	0.480856	0.519144
19526	1494	1408	0.480856	0.519144
2497	671	545	0.480856	0.519144
14685	1047	622	0.480856	0.519144
2271	151	142	0.970588	0.029412
1008	83	111	0.480856	0.519144
1037	173	246	0.480856	0.519144
821	70	66	0.480856	0.519144
43	6	23	0.480856	0.519144
59	74	49	0.480856	0.519144
163	121	173	0.480856	0.519144
8478	117	82	0.480856	0.519144
2077	62	47	0.480856	0.519144
183	7	0	0.480927	0.519073
158	18	16	0.480856	0.519144
12949	552	397	0.480856	0.519144
23	15	27	0.480856	0.519144
425	10	4	0.970588	0.029412
65	16	66	0.970588	0.029412
819	537	671	0.999150	0.000850
4307	148	81	0.480927	0.519073
349	56	18	0.519134	0.480866
33	11	17	0.480856	0.519144
16913	1263	0	0.480856	0.519144
114	8	3	0.480856	0.519144
764	28	50	0.480856	0.519144
197	885	1887	0.480856	0.519144
626	34	66	0.480856	0.519144
482	23	44	0.480856	0.519144
629	41	38	0.984848	0.015152
389	41	36	0.480856	0.519144
8797	115	176	0.480856	0.519144
249	28	25	0.480927	0.519073
1285	98	80	0.480856	0.519144
1021	83	39	0.480856	0.519144
918	122	116	0.480856	0.519144
68	5	12	0.480856	0.519144
2442	135	61	0.480856	0.519144
3514	64	176	0.999150	0.000850
14	12	32	0.480856	0.519144
3	5	9	0.480856	0.519144
686	261	201	0.480927	0.519073
3	3	3	0.480856	0.519144
161	120	36	0.480856	0.519144
2449	3527	2663	0.480856	0.519144
347	56	86	0.480856	0.519144
3	1	21	0.480856	0.519144
448	89	63	0.480856	0.519144
2972	165	84	0.480856	0.519144
38702	457	1	0.480856	0.519144
22	8	14	0.480856	0.519144
11382	1416	1838	0.480856	0.519144
9874	98	99	0.480856	0.519144
32	3	7	0.970588	0.029412
15670	1699	526	0.480856	0.519144
22	6	55	0.480856	0.519144
674	73	190	0.480856	0.519144
1397	1377	1361	0.480856	0.519144
34775	184	170	0.480856	0.519144
389	99	179	0.480856	0.519144
148	5	4	0.480856	0.519144
141	17	41	0.480856	0.519144
75	1	20	0.480856	0.519144
8964	363	446	0.480856	0.519144
1753	140	120	0.480856	0.519144
2309	854	1779	0.970596	0.029404
16	10	16	0.970588	0.029412
220	111	42	0.480856	0.519144
830	59	54	0.480927	0.519073
14881	1188	0	0.480856	0.519144
10075	887	741	0.480856	0.519144
879	136	117	0.480856	0.519144
1497	215	150	0.480927	0.519073
4	3	3	0.480856	0.519144
503	105	123	0.480856	0.519144
2039	92	12	0.970588	0.029412
3460	524	12	0.480856	0.519144
2080	119	103	0.970596	0.029404
1085	86	120	0.480856	0.519144
4473	92	220	0.480856	0.519144
1385	98	65	0.970588	0.029412
414	53	84	0.970588	0.029412
2811	386	358	0.480856	0.519144
79	17	51	0.480856	0.519144
2119	120	144	0.480856	0.519144
530	334	406	0.480856	0.519144
760	20	19	0.480856	0.519144
702	53	65	0.480856	0.519144
3357	257	229	0.970596	0.029404
81	17	25	0.480856	0.519144
15	13	12	0.480927	0.519073
2400	236	127	0.480856	0.519144
1856	32	32	0.480856	0.519144
618	76	83	0.480856	0.519144
1529	308	258	0.480856	0.519144
236	41	86	0.480856	0.519144
421	246	36	0.480856	0.519144
438	24	94	0.480856	0.519144
16719	18438	17065	0.480856	0.519144
1335	179	69	0.480856	0.519144
95	15	31	0.480856	0.519144
50	15	42	0.480927	0.519073
1387	1176	1342	0.970588	0.029412
2315	142	126	0.480856	0.519144
161	26	63	0.480856	0.519144
2171	167	101	0.480856	0.519144
4551	223	232	0.480856	0.519144
588	133	84	0.480856	0.519144
290	50	60	0.970588	0.029412
139	50	47	0.480856	0.519144
40	16	13	0.480856	0.519144
499	2	1	0.480856	0.519144
727	1189	1547	0.480856	0.519144
1482	1579	279	0.480856	0.519144
9	1	6	0.480856	0.519144
1484	122	74	0.970588	0.029412
56	80	216	0.480856	0.519144
110	50	107	0.480856	0.519144
836	73	73	0.480856	0.519144
23	12	91	0.480856	0.519144
11194	759	3	0.480856	0.519144
845	31	22	0.480856	0.519144
316	31	67	0.480856	0.519144
262	2834	14	0.480856	0.519144
220	7	22	0.480856	0.519144
1723	80	23	0.480927	0.519073
1177	80	9	0.970588	0.029412
1677	25	25	0.480856	0.519144
663	57	30	0.480856	0.519144
134	4	12	0.970588	0.029412
6	8	57	0.029411	0.970589
48	31	26	0.480856	0.519144
1982	97	28	0.029411	0.970589
167	54	42	0.480856	0.519144
4411	223	153	0.480856	0.519144
398	27	37	0.480927	0.519073
1726	118	103	0.480856	0.519144
860	41	192	0.480856	0.519144
767	51	32	0.480856	0.519144
2818	362	817	0.480856	0.519144
55	11	14	0.480856	0.519144
5232	471	437	0.480856	0.519144
601	68	48	0.480856	0.519144
2817	30	0	0.480856	0.519144
21	9	26	0.480856	0.519144
21	16	21	0.970588	0.029412
1	6	27	0.480856	0.519144
4991	1840	1785	0.480856	0.519144
15815	13649	0	0.480856	0.519144
21	182	920	0.480856	0.519144
5690	1197	12	0.480856	0.519144
3713	154	59	0.970588	0.029412
133	76	77	0.480856	0.519144
2528	433	441	0.480927	0.519073
110	14	20	0.480856	0.519144
94	179	196	0.480856	0.519144
208	92	123	0.970588	0.029412
18177	243	0	0.480856	0.519144
19	3	20	0.480856	0.519144
3951	704	314	0.480856	0.519144
22295	2321	4	0.480856	0.519144
3386	101	92	0.480856	0.519144
282	18	1	0.480856	0.519144
439	12	60	0.519205	0.480795
1410	107	164	0.015151	0.984849
1212	257	320	0.970588	0.029412
1889	128	422	0.480856	0.519144
374	646	722	0.984848	0.015152
485	76	70	0.480856	0.519144
363	39	40	0.480856	0.519144
224	54	58	0.480856	0.519144
12	15	5	0.480856	0.519144
2303	242	294	0.480856	0.519144
3243	430	944	0.519134	0.480866
760	100	29	0.480856	0.519144
197	47	82	0.970596	0.029404
3281	148	188	0.970588	0.029412
279	48	55	0.970596	0.029404
3446	41	141	0.480856	0.519144
594	64	97	0.970588	0.029412
1306	26	22	0.480856	0.519144
668	48	38	0.480856	0.519144
299	65	38	0.480927	0.519073
1300	122	76	0.480856	0.519144
150	34	63	0.480856	0.519144
2178	124	140	0.480856	0.519144
21066	2416	422	0.970588	0.029412
1248	70	86	0.480856	0.519144
81	13	25	0.970588	0.029412
9968	114	103	0.029411	0.970589
1130	69	82	0.519134	0.480866
5652	225	267	0.029411	0.970589
41	14	19	0.480856	0.519144
85	12	19	0.480856	0.519144
235	21	22	0.480856	0.519144
178	40	38	0.480856	0.519144
3693	583	1301	0.029411	0.970589
2286	116	70	0.480856	0.519144
534	81	91	0.480856	0.519144
3885	14179	166	0.480856	0.519144
906	367	545	0.480856	0.519144
1562	329	473	0.480856	0.519144
8920	82	43	0.480856	0.519144
4099	293	31	0.029411	0.970589
855	103	9	0.999999	0.000001
27	12	25	0.984848	0.015152
328	42	83	0.480856	0.519144
4236	232	96	0.480856	0.519144
31	10	18	0.480856	0.519144
3661	189	0	0.480856	0.519144
219	18	20	0.970588	0.029412
848	58	27	0.480856	0.519144
2674	501	444	0.480856	0.519144
3150	145	226	0.970588	0.029412
512	29	71	0.970588	0.029412
1220	172	406	0.480856	0.519144
1065	184	335	0.480856	0.519144
2201	178	251	0.480856	0.519144
673	56	66	0.480856	0.519144
3785	191	83	0.480927	0.519073
2591	93	227	0.480856	0.519144
119	72	34	0.480856	0.519144
393	235	111	0.970588	0.029412
95	15	43	0.480856	0.519144
333	77	117	0.480856	0.519144
5974	48989	49819	0.480856	0.519144
27	15	32	0.480856	0.519144
6609	590	514	0.970588	0.029412
781	85	76	0.480856	0.519144
128	62	111	0.951283	0.048717
9499	887	516	0.970588	0.029412
153	20	29	0.480856	0.519144
78	37	21	0.029411	0.970589
981	147	136	0.480856	0.519144
14701	1562	1861	0.480856	0.519144
4	76	244	0.480856	0.519144
34	11	17	0.480856	0.519144
45	13	64	0.970588	0.029412
143	16	91	0.480927	0.519073
94	33	26	0.970588	0.029412
754	73	74	0.480927	0.519073
274	29	18	0.480856	0.519144
1238	500	888	0.480856	0.519144
3372	91	78	0.480856	0.519144
612	75	95	0.970596	0.029404
3216	285	0	0.480856	0.519144
11335	679	213	0.970588	0.029412
404	9	121	0.480856	0.519144
108	26	12	0.480856	0.519144
851	46	20	0.480856	0.519144
609	164	154	0.480856	0.519144
1	1	4	0.480856	0.519144
1072	45	68	0.970588	0.029412
196	83	257	0.029411	0.970589
1221	144	75	0.480856	0.519144
20921	1001	188	0.029411	0.970589
461	51	47	0.480856	0.519144
121	70	292	0.480856	0.519144
71	8	0	0.480856	0.519144
6	1	12	0.480856	0.519144
1198	88	88	0.480856	0.519144
100	2	6	0.480856	0.519144
300	88	113	0.480856	0.519144
41	43	65	0.480856	0.519144
40	3	32	0.480856	0.519144
141	29	44	0.029419	0.970581
6372	577	1483	0.480856	0.519144
646	47	52	0.480856	0.519144
2937	138	121	0.480856	0.519144
4759	784	501	0.480856	0.519144
1190	62	54	0.970588	0.029412
94	27	23	0.480856	0.519144
152	29	177	0.480856	0.519144
1172	38	44	0.480856	0.519144
205	24	46	0.970588	0.029412
97	15	21	0.480856	0.519144
2851	32	6	0.970588	0.029412
762	39	84	0.480856	0.519144
69	67	70	0.480927	0.519073
7	7	7	0.480856	0.519144
1863	117	221	0.480927	0.519073
2364	76	55	0.480856	0.519144
2542	111	60	0.480856	0.519144
44	21	18	0.480856	0.519144
1645	1846	1918	0.480856	0.519144
203	22	9	0.480856	0.519144
445	46	70	0.480856	0.519144
1832	942	1460	0.480856	0.519144
4708	375	592	0.480856	0.519144
349	30	78	0.970588	0.029412
322	34	29	0.480856	0.519144
2496	1879	1955	0.999150	0.000850
96	15	41	0.480856	0.519144
1768	126	119	0.480856	0.519144
461	80	182	0.480856	0.519144
3420	90	69	0.480856	0.519144
329	92	122	0.480927	0.519073
500	59	30	0.970596	0.029404
811	36	55	0.480856	0.519144
176	15	33	0.480856	0.519144
4187	307	240	0.480927	0.519073
652	69	64	0.480856	0.519144
270	13	6	0.480856	0.519144
3037	253	117	0.970588	0.029412
743	132	270	0.480856	0.519144
1576	779	390	0.480856	0.519144
16	3	13	0.970588	0.029412
4877	564	241	0.970588	0.029412
7070	1127	590	0.480856	0.519144
32	7	31	0.984848	0.015152
1182	92	59	0.029411	0.970589
2740	338	340	0.480856	0.519144
52	11	17	0.480856	0.519144
11476	818	210	0.970588	0.029412
438	64	97	0.480856	0.519144
4	6	23	0.480856	0.519144
254	105	128	0.970588	0.029412
360	17	22	0.480856	0.519144
713	120	334	0.480927	0.519073
3872	286	92	0.480927	0.519073
44	54	53	0.480856	0.519144
252	501	467	0.480856	0.519144
825	46	57	0.480927	0.519073
2636	432	796	0.480856	0.519144
1199	75	82	0.480856	0.519144
10922	825	567	0.480927	0.519073
13545	557	555	0.480856	0.519144
49	11	31	0.480856	0.519144
44	14	47	0.480856	0.519144
4280	389	0	0.480856	0.519144
70	42	65	0.480856	0.519144
354	62	77	0.970588	0.029412
385	54	100	0.970596	0.029404
132	33	15	0.480856	0.519144
191	40	71	0.480856	0.519144
2154	120	140	0.480856	0.519144
1056	269	157	0.480856	0.519144
1184	59	66	0.480856	0.519144
1450	251	251	0.480856	0.519144
139	82	133	0.480856	0.519144
512	98	94	0.480856	0.519144
8763	772	374	0.970588	0.029412
654	99	396	0.970588	0.029412
1623	135	113	0.480856	0.519144
202	155	21	0.480856	0.519144
2589	117	33	0.029411	0.970589
42	4	11	0.480856	0.519144
1286	2800	2963	0.480856	0.519144
127	244	372	0.480856	0.519144
7	7	23	0.480856	0.519144
1044	17	24	0.480856	0.519144
510	19294	20561	0.480856	0.519144
1211	23	39	0.519134	0.480866
19379	1002	31	0.480856	0.519144
763	2657	13	0.480856	0.519144
9028	182	184	0.999150	0.000850
395	22	21	0.970588	0.029412
1950	330	269	0.480856	0.519144
1426	995	1375	0.480856	0.519144
2	0	1	0.480856	0.519144
2495	1360	1096	0.480927	0.519073
1167	232	283	0.480856	0.519144
1065	20	17	0.480856	0.519144
725	855	1721	0.480856	0.519144
2748	145	79	0.480856	0.519144
2015	27	10	0.970588	0.029412
2290	98	1	0.480856	0.519144
269	44	13	0.970588	0.029412
328	24	50	0.480856	0.519144
1326	85	70	0.480856	0.519144
413	50	78	0.970596	0.029404
1663	126	130	0.480856	0.519144
13	21	52	0.480856	0.519144
3067	1345	715	0.519134	0.480866
12	27	35	0.480856	0.519144
2930	23031	23226	0.480856	0.519144
221	49	61	0.480856	0.519144
3036	257	93	0.970588	0.029412
297	57	82	0.480856	0.519144
436	185	195	0.480856	0.519144
62	82	122	0.480856	0.519144
10622	1057	719	0.970588	0.029412
742	891	123	0.999150	0.000850
2225	185	0	0.480856	0.519144
70	3	2	0.480856	0.519144
7188	30	92	0.970588	0.029412
6775	1748	387	0.999150	0.000850
3487	54	61	0.480927	0.519073
760	37	42	0.480856	0.519144
1673	106	112	0.480856	0.519144
6082	112	89	0.480856	0.519144
13	16	25	0.480856	0.519144
121	25	47	0.480856	0.519144
1207	169	211	0.015155	0.984845
553	99	65	0.480856	0.519144
56	11	27	0.970588	0.029412
60	46	96	0.480856	0.519144
603	144	174	0.480856	0.519144
116	273	266	0.480856	0.519144
3796	428	28	0.480856	0.519144
70	14	14	0.480856	0.519144
26	3	20	0.970588	0.029412
151	47	79	0.480927	0.519073
743	67	51	0.480856	0.519144
138	3	17	0.480856	0.519144
674	51	33	0.480856	0.519144
6273	216	72	0.970588	0.029412
323	48	49	0.480856	0.519144
1522	146	134	0.480856	0.519144
1931	130	149	0.970596	0.029404
805	174	49	0.480856	0.519144
2386	94	101	0.970588	0.029412
1256	76	90	0.480856	0.519144
289	28	43	0.480856	0.519144
3011	401	190	0.480856	0.519144
223	189	45	0.480856	0.519144
4084	164	152	0.480927	0.519073
1197	70	48	0.480856	0.519144
114	16	16	0.480856	0.519144
1088	127	8	0.480856	0.519144
3	0	4	0.480856	0.519144
216	33	50	0.480856	0.519144
30	26	53	0.480856	0.519144
1948	562	347	0.970588	0.029412
1060	114	100	0.029411	0.970589
2637	376	315	0.480856	0.519144
1338	109	57	0.480856	0.519144
1721	226	78	0.480856	0.519144
15	4	5	0.480856	0.519144
163	37	33	0.480856	0.519144
8971	23	0	0.480856	0.519144
816	372	62	0.480856	0.519144
393	20	22	0.970588	0.029412
2837	1036	2000	0.480856	0.519144
42	18	51	0.480856	0.519144
173	10	19	0.480856	0.519144
14479	1552	1805	0.480856	0.519144
909	1000526	96	0.970588	0.029412
165	26	48	0.480856	0.519144
290	22	43	0.480856	0.519144
4840	6337	6762	0.970588	0.029412
368	26	101	0.480856	0.519144
284	21	36	0.480856	0.519144
276	10	20	0.480927	0.519073
372	65	100	0.480856	0.519144
6944	407	632	0.480856	0.519144
174	20	18	0.480856	0.519144
11	20	81	0.970588	0.029412
1997	551	1366	0.480856	0.519144
603	148	75	0.480856	0.519144
57	62	55	0.480856	0.519144
2400	203	124	0.999150	0.000850
8	2	2	0.480856	0.519144
449	105	69	0.480856	0.519144
5963	1397	1493	0.480856	0.519144
11231	857	558	0.970588	0.029412
3351	108	79	0.480856	0.519144
216	20	37	0.480856	0.519144
2442	240	162	0.480927	0.519073
191	14	31	0.480856	0.519144
1552	193	114	0.480856	0.519144
440	85	94	0.480856	0.519144
513	53	120	0.480856	0.519144
16	18	40	0.480856	0.519144
2498	718	85	0.480856	0.519144
332	39	21	0.480856	0.519144
1871	199	195	0.480856	0.519144
811	112	71	0.999150	0.000850
130	45	77	0.970596	0.029404
8598	146	142	0.480856	0.519144
1074	9918	10672	0.480856	0.519144
985	95	154	0.480856	0.519144
425	244	74	0.480856	0.519144
66	101	126	0.480856	0.519144
3054	65	149	0.480856	0.519144
1312	92	42	0.970588	0.029412
2068	63	71	0.970588	0.029412
491	248	42	0.480856	0.519144
19018	2798	3137	0.480927	0.519073
993	234	26	0.970588	0.029412
133	51	94	0.480856	0.519144
710	234	630	0.970588	0.029412
1550	105	94	0.480856	0.519144
701	32	20	0.480856	0.519144
1968	398	860	0.480856	0.519144
4829	794	313	0.480856	0.519144
1133	169	162	0.480856	0.519144
1183	68	10	0.480856	0.519144
1865	177	194	0.480856	0.519144
112	79	89	0.480927	0.519073
1408	88	84	0.480856	0.519144
125	22	10	0.480856	0.519144
123	9	0	0.480856	0.519144
76	38	91	0.480856	0.519144
651	60	87	0.480856	0.519144
388	177	159	0.480856	0.519144
886	59	70	0.480856	0.519144
3562	433	148	0.480856	0.519144
897	72	33	0.480856	0.519144
450	166	42	0.970588	0.029412
4230	328	191	0.480856	0.519144
1407	117	65	0.480856	0.519144
9	1	0	0.480856	0.519144
692	555	192	0.480856	0.519144
123	27	21	0.970588	0.029412
275	23	39	0.480927	0.519073
710	62	76	0.480856	0.519144
217	193	15	0.480856	0.519144
177	279	379	0.480856	0.519144
84	15	59	0.480927	0.519073
383	16	18	0.480856	0.519144
1812	50	68	0.480856	0.519144
344	60	138	0.480856	0.519144
1296	245	199	0.480856	0.519144
35	12	36	0.480856	0.519144
195	40	78	0.480856	0.519144
586	160	183	0.970588	0.029412
1081	643	1110	0.480856	0.519144
2471	1566	247	0.480856	0.519144
19	15	47	0.480856	0.519144
6786	7797	8432	0.480856	0.519144
309	91	57	0.480856	0.519144
1274	147	141	0.480856	0.519144
1691	324	296	0.480856	0.519144
7393	6748	7128	0.970588	0.029412
2837	4299	3649	0.480856	0.519144
582	299	263	0.480856	0.519144
82	26	39	0.480856	0.519144
1714	105	224	0.480856	0.519144
3250	342	349	0.480856	0.519144
4135	168	93	0.480856	0.519144
16	10	25	0.480856	0.519144
1371	350	487	0.480856	0.519144
16	24	36	0.480856	0.519144
611	252	252	0.480856	0.519144
139	60	67	0.480856	0.519144
67	21	75	0.480856	0.519144
77	2	2	0.480856	0.519144
957	114	101	0.480856	0.519144
690	35	36	0.480856	0.519144
3825	103	135	0.970588	0.029412
1387	100	154	0.970588	0.029412
25	9	43	0.519134	0.480866
2004	71	8	0.970588	0.029412
55	30	28	0.970588	0.029412
26	70	57	0.480856	0.519144
7	5	18	0.480856	0.519144
4864	218	160	0.480856	0.519144
4392	363	381	0.970588	0.029412
2055	139	87	0.480856	0.519144
4521	22	23	0.480856	0.519144
81	39	65	0.480856	0.519144
7513	496	290	0.984848	0.015152
861	99	107	0.480856	0.519144
653	320	194	0.480927	0.519073
473	99	108	0.970588	0.029412
12	9	15	0.480856	0.519144
1273	282	333	0.480856	0.519144
74	24	118	0.480856	0.519144
1928	44	77	0.480856	0.519144
30	29	65	0.480856	0.519144
560	542	89	0.970588	0.029412
132	433	639	0.480856	0.519144
999	66	83	0.970588	0.029412
2624	107	126	0.480856	0.519144
6	2	6	0.480856	0.519144
14	3	2	0.480856	0.519144
17	22	112	0.999150	0.000850
485	23	40	0.480856	0.519144
1342	52	33	0.480856	0.519144
90	20	55	0.480856	0.519144
68	21	21	0.480856	0.519144
3340	203	70	0.480927	0.519073
139	102	147	0.480927	0.519073
58	20	67	0.970588	0.029412
3083	314	114	0.999150	0.000850
277	13	19	0.480856	0.519144
515	40	96	0.480856	0.519144
351	67	106	0.480856	0.519144
288	40	158	0.480856	0.519144
310	69	132	0.480856	0.519144
127	24	25	0.480856	0.519144
48579	430	3	0.480856	0.519144
2568	244	29	0.984848	0.015152
2876	2638	471	0.480856	0.519144
673	798	745	0.480927	0.519073
16	6	16	0.970588	0.029412
4045	149	128	0.480927	0.519073
173	31	17	0.480856	0.519144
1696	124	209	0.480856	0.519144
306	93	233	0.480856	0.519144
2762	47	0	0.480856	0.519144
1975	124	75	0.480927	0.519073
638	64	54	0.970588	0.029412
7718	641	178	0.970588	0.029412
1796	89	57	0.480927	0.519073
190	415	238	0.480856	0.519144
9426	1502	1487	0.480856	0.519144
91	24	46	0.480856	0.519144
881	89	75	0.480856	0.519144
299	31	38	0.480856	0.519144
1068	103	154	0.480856	0.519144
2839	555	512	0.480856	0.519144
816	31	80	0.519134	0.480866
619	90	188	0.970588	0.029412
275	18	4	0.480856	0.519144
616	151	120	0.029411	0.970589
387	1083	2001	0.480856	0.519144
10	62	5	0.480856	0.519144
58	38	55	0.480856	0.519144
129	79	69	0.480856	0.519144
1203	114	79	0.970588	0.029412
1226	108	267	0.480856	0.519144
1189	106	21	0.519134	0.480866
181	7	19	0.480856	0.519144
793	110	122	0.480856	0.519144
80	52	32	0.480856	0.519144
12	4	25	0.480856	0.519144
8	6	8	0.480856	0.519144
139	10	1	0.480856	0.519144
31	11	11	0.480856	0.519144
2856	83	153	0.480927	0.519073
88	65	67	0.480856	0.519144
5190	887	311	0.480856	0.519144
21549	744	460	0.480856	0.519144
1117	189	84	0.480856	0.519144
429	192	153	0.480856	0.519144
4413	596	435	0.480856	0.519144
32	26	40	0.480856	0.519144
873	125	106	0.480856	0.519144
22	7	7	0.480856	0.519144
79	29	56	0.970588	0.029412
9423	4808	1203	0.480856	0.519144
1	0	2	0.480856	0.519144
2369	304	143	0.480856	0.519144
12	14	19	0.480856	0.519144
883	80	143	0.480856	0.519144
18	19	44	0.480927	0.519073
6334	233	87	0.480856	0.519144
12	13	39	0.480856	0.519144
13930	453	186	0.029411	0.970589
1410	87	62	0.970596	0.029404
1749	122	133	0.480856	0.519144
517	110	276	0.984848	0.015152
2758	150	121	0.480927	0.519073
311	79	205	0.480856	0.519144
9238	161	111	0.480856	0.519144
3094	153	112	0.480856	0.519144
1	2	9	0.480856	0.519144
1079	109	51	0.480856	0.519144
2701	672	275	0.970588	0.029412
633	62	61	0.480856	0.519144
13	6	13	0.970588	0.029412
5956	503	235	0.480856	0.519144
3002	161	50	0.970588	0.029412
16993	769	190	0.480856	0.519144
3883	198	100	0.480856	0.519144
650	1362	25	0.480856	0.519144
404	72	48	0.970588	0.029412
522	84	137	0.970588	0.029412
118	16	40	0.970588	0.029412
1177	159	80	0.480856	0.519144
233	112	84	0.480856	0.519144
28	80	115	0.480856	0.519144
766	73	69	0.970588	0.029412
1352	96	6	0.480856	0.519144
4886	403	349	0.480856	0.519144
8006	173	94	0.480927	0.519073
532	488	306	0.480856	0.519144
1316	87	248	0.480856	0.519144
328	14	16	0.480927	0.519073
5718	240	197	0.480856	0.519144
1485	141	111	0.480927	0.519073
7965	543	407	0.970588	0.029412
3059	64	94	0.480856	0.519144
89	16	20	0.480856	0.519144
692	38	69	0.480856	0.519144
105	18	61	0.480856	0.519144
646	49	91	0.480856	0.519144
123	39	53	0.480856	0.519144
25	11	30	0.480856	0.519144
2151	98	34	0.029411	0.970589
185	492	37	0.970588	0.029412
896	104	165	0.480856	0.519144
854	36	57	0.480856	0.519144
3049	1196	1389	0.480856	0.519144
1793	93	109	0.480856	0.519144
8806	418	188	0.999150	0.000850
2763	195	163	0.480927	0.519073
6	1	4	0.480856	0.519144
4466	307	458	0.480856	0.519144
34	17	43	0.480927	0.519073
922	12	20	0.970588	0.029412
279	60	30	0.480856	0.519144
34	262	36	0.480856	0.519144
194	11	24	0.480856	0.519144
1229	137	76	0.480856	0.519144
1777	94	115	0.480856	0.519144
6750	2363	912	0.480927	0.519073
64	71	191	0.480856	0.519144
2219	100	96	0.480856	0.519144
989	20	29	0.970588	0.029412
529	77	99	0.480927	0.519073
1494	76	71	0.970596	0.029404
4197	677	526	0.480856	0.519144
346	57	119	0.480927	0.519073
666	82	220	0.480856	0.519144
35	37	66	0.480856	0.519144
39	10	12	0.480856	0.519144
1669	104	80	0.480856	0.519144
372	49	59	0.970596	0.029404
5969	506	237	0.480856	0.519144
1297	139	162	0.480856	0.519144
191	294	1631	0.480856	0.519144
1762	557	0	0.480856	0.519144
214	14	17	0.999150	0.000850
79	5	9	0.970588	0.029412
13578	474	115	0.480856	0.519144
4704	93	90	0.480856	0.519144
4038	2043	2199	0.480856	0.519144
6216	271	194	0.480856	0.519144
14730	225	236	0.480856	0.519144
41	107	121	0.480856	0.519144
9520	527	260	0.480927	0.519073
3225	2277	2437	0.970588	0.029412
76	14	41	0.480856	0.519144
5722	1192	1197	0.480856	0.519144
545	78	169	0.480927	0.519073
2012	101	76	0.480856	0.519144
2493	106	61	0.480856	0.519144
16	9	6	0.480856	0.519144
674	42	64	0.480856	0.519144
4270	1114	866	0.970588	0.029412
75	12	90	0.029411	0.970589
1652	513	497	0.480856	0.519144
10013	1396	730	0.480856	0.519144
1232	135	251	0.970588	0.029412
95	30	37	0.480856	0.519144
4864	313	274	0.480856	0.519144
952	59	68	0.480856	0.519144
67	8	20	0.480856	0.519144
86	34	45	0.480856	0.519144
814	176	454	0.480856	0.519144
481	54	99	0.480856	0.519144
147	39	60	0.480856	0.519144
1136	599	592	0.480856	0.519144
270	103	107	0.480856	0.519144
