Tweets	Followers	Friends	Happy	Sad
22	11	38	0.480856	0.519144
1341	72	61	0.480856	0.519144
306	287	796	0.480856	0.519144
2243	205	223	0.480856	0.519144
160	93	185	0.480856	0.519144
286	116	58	0.480856	0.519144
3004	386	315	0.480856	0.519144
2781	126	79	0.970588	0.029412
30	1	0	0.480856	0.519144
2790	806	1049	0.480856	0.519144
1162	160	270	0.984848	0.015152
1009	99	60	0.480856	0.519144
181	62	48	0.029411	0.970589
2123	344	217	0.480856	0.519144
8925	79	69	0.480856	0.519144
118	12	1	0.480856	0.519144
284	492	157	0.970588	0.029412
68	13	82	0.480856	0.519144
874	51	61	0.480856	0.519144
14	16	17	0.480856	0.519144
252	237	62	0.480927	0.519073
514	98	52	0.480856	0.519144
85	24	21	0.480927	0.519073
1322	96	40	0.029419	0.970581
8100	141	0	0.480856	0.519144
795	65	49	0.480856	0.519144
5125	302	266	0.480856	0.519144
64	4	20	0.970588	0.029412
400	88	0	0.480856	0.519144
4958	573	637	0.480856	0.519144
2909	175	81	0.480856	0.519144
3814	321	197	0.480856	0.519144
102	5	3	0.480856	0.519144
3196	99	86	0.480927	0.519073
2954	23	47	0.480856	0.519144
11514	13490	14519	0.970588	0.029412
25	19	23	0.480856	0.519144
1	6	81	0.480856	0.519144
161	14	20	0.480856	0.519144
2527	306	626	0.480856	0.519144
10739	174	177	0.480856	0.519144
48	28	23	0.480856	0.519144
717	109	109	0.480856	0.519144
169	61	26	0.480927	0.519073
42	61	43	0.480856	0.519144
3	17	17	0.480856	0.519144
4531	577	1918	0.480856	0.519144
220	48	40	0.480856	0.519144
2011	286	228	0.480856	0.519144
30282	1206	14	0.480856	0.519144
3200	357	320	0.480856	0.519144
1149	98	70	0.480856	0.519144
636	583	808	0.480856	0.519144
134	527	1416	0.480856	0.519144
2845	141	103	0.480856	0.519144
1378	94	113	0.480856	0.519144
336	49	58	0.480856	0.519144
4515	250	208	0.480856	0.519144
4071	511	318	0.480856	0.519144
10541	456	262	0.480856	0.519144
6055	201	24	0.480856	0.519144
262	18	20	0.970588	0.029412
634	57	76	0.480856	0.519144
147	29	14	0.480856	0.519144
262	65	68	0.480856	0.519144
332	40	41	0.480856	0.519144
73	28	5	0.480856	0.519144
378	178	209	0.984848	0.015152
2	0	3	0.970588	0.029412
3305	125	302	0.970588	0.029412
681	220	191	0.480856	0.519144
225	67	100	0.029411	0.970589
169	28	57	0.480856	0.519144
12698	148	20	0.480856	0.519144
13	9	18	0.970588	0.029412
9961	112	103	0.480927	0.519073
597	169	62	0.480927	0.519073
1323	190	372	0.480856	0.519144
49	5	3	0.480856	0.519144
150	64	33	0.480856	0.519144
169	27	193	0.480856	0.519144
1257	166	89	0.480856	0.519144
117	122	41	0.480856	0.519144
14	7	58	0.480856	0.519144
1036	94	122	0.480856	0.519144
480	236	259	0.480856	0.519144
4580	1307	1869	0.480856	0.519144
1454	418	356	0.480856	0.519144
263	251	41	0.999568	0.000432
17	10	35	0.480927	0.519073
2008	24	35	0.480856	0.519144
140	77	120	0.970588	0.029412
475	40	43	0.480856	0.519144
3568	550	576	0.480856	0.519144
1410	55	25	0.480856	0.519144
619	75	78	0.480856	0.519144
4223	1252	1292	0.480856	0.519144
399	82	388	0.970588	0.029412
7586	345	272	0.480856	0.519144
490	146	432	0.480856	0.519144
622	38	43	0.480856	0.519144
6313	485	26	0.970588	0.029412
30	83	153	0.480856	0.519144
2937	181	306	0.480856	0.519144
8	13	65	0.480856	0.519144
1075	40	44	0.480927	0.519073
171	56	52	0.480856	0.519144
6	4	40	0.970588	0.029412
3	4	4	0.970588	0.029412
1192	108	103	0.480856	0.519144
1141	707	117	0.480856	0.519144
344	53	98	0.480856	0.519144
46	4	77	0.015151	0.984849
56	21	39	0.480856	0.519144
8128	400	218	0.480856	0.519144
9023	1251	982	0.480856	0.519144
425	81	92	0.480856	0.519144
107	16	26	0.480856	0.519144
488	458	727	0.480927	0.519073
109	24	83	0.480856	0.519144
103	3	4	0.480856	0.519144
2	3	18	0.999150	0.000850
461	73	38	0.480856	0.519144
1482	160	104	0.480856	0.519144
501	73	44	0.970588	0.029412
491	118	92	0.480856	0.519144
318	4	0	0.480856	0.519144
206	35	68	0.480856	0.519144
745	55	53	0.480856	0.519144
6330	4196	4607	0.970588	0.029412
4530	1114	896	0.480856	0.519144
2343	639	378	0.480856	0.519144
610	166	167	0.480856	0.519144
681	69	66	0.970596	0.029404
11	0	1	0.480856	0.519144
1137	38	33	0.480856	0.519144
369	70	185	0.480856	0.519144
1948	167	110	0.970588	0.029412
1824	673	492	0.480856	0.519144
693	53	34	0.480856	0.519144
23	12	34	0.970588	0.029412
8	90	340	0.480856	0.519144
1651	581	586	0.480856	0.519144
14	5	4	0.480856	0.519144
78	28	112	0.480856	0.519144
128	29	83	0.480856	0.519144
63	57	49	0.480856	0.519144
1279	348	612	0.970596	0.029404
325	84	179	0.970588	0.029412
1975	149	96	0.480856	0.519144
903	151	128	0.015151	0.984849
212	69	64	0.480856	0.519144
9	1	3	0.480856	0.519144
65	38	27	0.480856	0.519144
76	187	228	0.480856	0.519144
236	9	64	0.970588	0.029412
989	209	309	0.480856	0.519144
26	0	9	0.480927	0.519073
51	11	11	0.970588	0.029412
590	52	137	0.480856	0.519144
23	11	42	0.480856	0.519144
51	10	20	0.480856	0.519144
57	12	29	0.480856	0.519144
5150	250	77	0.480856	0.519144
1222	84	121	0.480856	0.519144
156	57	45	0.480856	0.519144
383	14	139	0.480856	0.519144
213	10	15	0.480856	0.519144
360	471	404	0.480856	0.519144
8	9	25	0.480856	0.519144
397	26	64	0.480856	0.519144
112	77	58	0.480856	0.519144
568	42	63	0.480856	0.519144
32	16	26	0.480856	0.519144
126	23	38	0.480927	0.519073
1153	36	49	0.480856	0.519144
120	7	3	0.999150	0.000850
1603	206	217	0.480856	0.519144
2434	310	307	0.970588	0.029412
729	435	1459	0.480856	0.519144
2	0	2	0.480856	0.519144
2018	110	129	0.480856	0.519144
526	23	31	0.999150	0.000850
1113	112	104	0.480856	0.519144
467	25	47	0.970588	0.029412
2522	85	60	0.480856	0.519144
79	33	138	0.480856	0.519144
535	60	14	0.480856	0.519144
6392	300	70	0.480856	0.519144
2192	248	313	0.480856	0.519144
2003	155	121	0.480856	0.519144
178	21	29	0.480856	0.519144
330	52	93	0.480856	0.519144
26	35	78	0.480856	0.519144
798	2	12	0.480856	0.519144
1014	374	545	0.480856	0.519144
2	3	7	0.480856	0.519144
471	78	92	0.480856	0.519144
1791	15	21	0.480856	0.519144
45051	429	2	0.970588	0.029412
1080	196	184	0.480856	0.519144
640	27	47	0.480856	0.519144
646	68	42	0.970588	0.029412
1205	637	880	0.970588	0.029412
1273	2162	2203	0.480856	0.519144
155	14	5	0.970588	0.029412
185	20	33	0.480856	0.519144
1143	182	153	0.970588	0.029412
216	3443	3288	0.480856	0.519144
45	1	0	0.480856	0.519144
2835	201	139	0.970588	0.029412
516	59	56	0.480856	0.519144
516	35	35	0.480856	0.519144
575	26	27	0.480856	0.519144
1083	210	207	0.480856	0.519144
3964	563	6	0.480856	0.519144
12	30	109	0.480856	0.519144
356	146	164	0.480856	0.519144
447	40	36	0.999150	0.000850
280	339	57	0.015151	0.984849
2	1	11	0.480856	0.519144
18912	326	206	0.480856	0.519144
546	86	116	0.480856	0.519144
266	10	37	0.480856	0.519144
8078	8611	7576	0.480856	0.519144
58	78	441	0.480856	0.519144
7527	14879	13499	0.480856	0.519144
164	12	16	0.480856	0.519144
976	1139	1120	0.480856	0.519144
821	112	106	0.480856	0.519144
238	34	73	0.480856	0.519144
11143	615	366	0.480856	0.519144
10	15	27	0.480856	0.519144
456	49	30	0.480856	0.519144
2650	164	176	0.480856	0.519144
19	7	39	0.480856	0.519144
139	91	93	0.480856	0.519144
545	447	543	0.480856	0.519144
4	14	60	0.480856	0.519144
26638	232	240	0.970588	0.029412
10	2	8	0.480856	0.519144
88	68	144	0.480856	0.519144
1131	247	217	0.480856	0.519144
730	38	109	0.970588	0.029412
11220	714	615	0.480856	0.519144
23	13	35	0.970588	0.029412
27	101	11	0.480856	0.519144
6457	1183	113	0.480856	0.519144
242	66	165	0.480856	0.519144
941	370	744	0.480856	0.519144
2631	215	229	0.970588	0.029412
1115	73	61	0.970588	0.029412
42	10715	0	0.970588	0.029412
133	31	24	0.480856	0.519144
53	44	83	0.480856	0.519144
3944	242	103	0.480856	0.519144
20	4	7	0.970588	0.029412
754	79	23	0.480856	0.519144
791	24	11	0.480856	0.519144
708	28	17	0.970588	0.029412
112	36	32	0.480856	0.519144
593	59	107	0.480856	0.519144
6527	185	52	0.970588	0.029412
4506	260	88	0.970588	0.029412
3390	1740	1768	0.999150	0.000850
1682	75	141	0.480856	0.519144
4809	2306	1847	0.480856	0.519144
534	84	111	0.480856	0.519144
2231	193	300	0.480856	0.519144
55	49	92	0.480856	0.519144
4049	352	134	0.480856	0.519144
2	1	13	0.480856	0.519144
46	77	16	0.480856	0.519144
12823	28	20	0.480856	0.519144
624	25	43	0.480856	0.519144
114	29	91	0.480856	0.519144
855	60	64	0.480856	0.519144
6157	275	276	0.970588	0.029412
11757	571	523	0.480856	0.519144
72	521	1211	0.480856	0.519144
255	26	24	0.970588	0.029412
1233	108	44	0.480856	0.519144
2729	109	89	0.970588	0.029412
64	19	36	0.970588	0.029412
752	116	174	0.480856	0.519144
17	0	2	0.480856	0.519144
68	30	25	0.029411	0.970589
17555	229	135	0.480856	0.519144
640	129	31	0.480856	0.519144
18	16	75	0.480856	0.519144
6	6	15	0.480856	0.519144
1139	61	101	0.480856	0.519144
7151	701	99	0.480856	0.519144
314	37	56	0.480856	0.519144
124	14	21	0.480856	0.519144
518	53	61	0.970588	0.029412
4901	1245	1705	0.480856	0.519144
6043	390	163	0.970588	0.029412
378	804	328	0.480856	0.519144
745	128	152	0.480856	0.519144
4315	220	120	0.480856	0.519144
4985	765	729	0.480856	0.519144
1970	97	73	0.480856	0.519144
822	600	93	0.480856	0.519144
12555	670	362	0.480856	0.519144
117	32	61	0.480856	0.519144
1144	147	189	0.480856	0.519144
1945	155	112	0.480856	0.519144
211	172	5	0.480856	0.519144
3101	73	84	0.970588	0.029412
270	402	378	0.480856	0.519144
1540	83	45	0.480856	0.519144
1994	382	696	0.970588	0.029412
4347	141	91	0.480856	0.519144
412	50	103	0.029411	0.970589
215	22	22	0.480856	0.519144
901	81	128	0.480856	0.519144
129	36	78	0.480856	0.519144
260	174	120	0.480856	0.519144
1255	604	421	0.480856	0.519144
496	88	243	0.480856	0.519144
43	27	27	0.480856	0.519144
855	112	135	0.519134	0.480866
5283	686	1172	0.480856	0.519144
41	162	208	0.999976	0.000024
1149	139	307	0.480856	0.519144
4757	1682	1613	0.480856	0.519144
617	44	62	0.480856	0.519144
132	11	67	0.480856	0.519144
14142	7606	8359	0.480856	0.519144
7	2	5	0.970588	0.029412
37	42	27	0.480856	0.519144
1086	117	256	0.480856	0.519144
700	232	181	0.970588	0.029412
753	81	52	0.480856	0.519144
607	617	561	0.480856	0.519144
2627	1424	1946	0.480856	0.519144
8	7	9	0.970588	0.029412
1290	456	204	0.480856	0.519144
616	161	231	0.480856	0.519144
2648	295	186	0.480856	0.519144
11955	253	0	0.480856	0.519144
1405	61	21	0.480856	0.519144
6471	422	178	0.480856	0.519144
310	61	174	0.480856	0.519144
3507	835	1278	0.480856	0.519144
309	92	134	0.970588	0.029412
196	38	114	0.015155	0.984845
959	127	76	0.480856	0.519144
117	20	14	0.480856	0.519144
524	35	47	0.970588	0.029412
369	107	242	0.480856	0.519144
189	30	72	0.480856	0.519144
144	108	64	0.480856	0.519144
2369	104	79	0.480856	0.519144
210	40	50	0.480856	0.519144
291	53	45	0.480856	0.519144
381	49	24	0.480856	0.519144
1636	515	507	0.480927	0.519073
26	14	14	0.480856	0.519144
5360	29065	31123	0.480856	0.519144
2677	287	148	0.480856	0.519144
36	26	29	0.480856	0.519144
503	75	81	0.970588	0.029412
482	122	86	0.480856	0.519144
2296	183	134	0.480856	0.519144
1	0	2	0.480856	0.519144
875	56	24	0.999150	0.000850
4967	320	110	0.970596	0.029404
310	52	32	0.970588	0.029412
47	46	62	0.480856	0.519144
161	30	29	0.480856	0.519144
3812	842	111	0.480856	0.519144
774	64	107	0.480927	0.519073
9947	739	317	0.480856	0.519144
656	81	63	0.480856	0.519144
7987	581	477	0.480856	0.519144
206	13	16	0.480856	0.519144
1082	426	575	0.480856	0.519144
27	22	33	0.480856	0.519144
3	3	4	0.480856	0.519144
23	12	12	0.480856	0.519144
600	37	32	0.480856	0.519144
187	48	83	0.029411	0.970589
1909	135	92	0.480856	0.519144
6718	4230	4104	0.480856	0.519144
326	407	41	0.970588	0.029412
47	30	38	0.480856	0.519144
486	34	39	0.970588	0.029412
130	176	805	0.480856	0.519144
1815	171	163	0.480856	0.519144
1009	234	277	0.480927	0.519073
2225	948	127	0.480856	0.519144
609	92	52	0.970588	0.029412
90	16	10	0.480856	0.519144
1541	186	194	0.480856	0.519144
1257	2345	2577	0.480856	0.519144
382	52	106	0.480856	0.519144
11	5	5	0.480856	0.519144
160	19	14	0.970588	0.029412
6620	1539	350	0.480856	0.519144
290	221	55	0.480856	0.519144
1267	84	126	0.970588	0.029412
1	1	4	0.480856	0.519144
138	155	266	0.480856	0.519144
545	205	232	0.480856	0.519144
716	394	135	0.480856	0.519144
1495	398	247	0.480856	0.519144
1560	158	52	0.480856	0.519144
5082	379	227	0.480856	0.519144
1181	74	57	0.480856	0.519144
1474	180	114	0.984848	0.015152
11088	287	127	0.480856	0.519144
240	60	77	0.480856	0.519144
13139	1075	510	0.480856	0.519144
49	12	20	0.970588	0.029412
640	267	30	0.480856	0.519144
18	2	26	0.480856	0.519144
3249	404	392	0.480856	0.519144
6546	459	376	0.480856	0.519144
1994	110	236	0.480856	0.519144
3373	568	177	0.480856	0.519144
293	77	90	0.480856	0.519144
11178	2208	2002	0.480856	0.519144
79	36	27	0.480856	0.519144
1241	86	44	0.480927	0.519073
1857	1209	1376	0.480856	0.519144
1	3	7	0.970588	0.029412
108	44	19	0.480856	0.519144
1454	81	124	0.970588	0.029412
285	80	27	0.970596	0.029404
2237	393	322	0.970588	0.029412
44	25	22	0.480856	0.519144
112	39	47	0.480856	0.519144
1225	77	85	0.480856	0.519144
4630	349	432	0.480856	0.519144
1242	256	60	0.970596	0.029404
155	58	0	0.480856	0.519144
1472	366	604	0.480856	0.519144
14	7	27	0.970588	0.029412
27	32	48	0.480856	0.519144
2136	176	436	0.480927	0.519073
1986	81	87	0.480856	0.519144
274	2528	4	0.480856	0.519144
1710	41	72	0.970588	0.029412
171	42	111	0.480856	0.519144
102	15	43	0.480856	0.519144
5399	392	189	0.480856	0.519144
177	29	48	0.480927	0.519073
83	11	13	0.480856	0.519144
3066	236	85	0.480927	0.519073
48	27	36	0.480856	0.519144
132	33	52	0.970588	0.029412
739	31	43	0.480927	0.519073
6885	336	297	0.480856	0.519144
786	79	75	0.480856	0.519144
10626	613	73	0.480856	0.519144
957	280	156	0.970588	0.029412
2	0	2	0.480856	0.519144
313	42	104	0.480856	0.519144
37	25	18	0.480927	0.519073
52	35	24	0.480856	0.519144
302	65	84	0.480856	0.519144
1525	124	65	0.480856	0.519144
24	11	28	0.970588	0.029412
163	15	19	0.480856	0.519144
320	59	93	0.970588	0.029412
282	23	51	0.480856	0.519144
1433	128	89	0.480856	0.519144
519	53	61	0.970588	0.029412
2947	130	117	0.480856	0.519144
90	19	36	0.480856	0.519144
1930	77	101	0.970588	0.029412
1936	935	165	0.480856	0.519144
637	17	48	0.480856	0.519144
1638	1348	1948	0.480856	0.519144
78	13	14	0.480856	0.519144
1837	100	127	0.480856	0.519144
399	176	14	0.480856	0.519144
1121	22	47	0.970596	0.029404
21	19	14	0.480856	0.519144
9	16	19	0.480856	0.519144
3666	900	471	0.480856	0.519144
5047	981	558	0.970588	0.029412
419	38	79	0.480856	0.519144
359	84	91	0.480856	0.519144
10542	456	262	0.480856	0.519144
177	3	7	0.480856	0.519144
304	63	68	0.970596	0.029404
580	48	42	0.480856	0.519144
5009	1398	550	0.480856	0.519144
42	21	33	0.480856	0.519144
239	117	289	0.480856	0.519144
24	52	269	0.480856	0.519144
1318	85	147	0.970588	0.029412
259	37	22	0.480856	0.519144
119	4	4	0.480856	0.519144
241	25	20	0.480856	0.519144
316	29	50	0.480856	0.519144
3481	740	590	0.480856	0.519144
844	162	225	0.480856	0.519144
220	45	45	0.480856	0.519144
1237	251	176	0.480856	0.519144
1709	263	403	0.480927	0.519073
1640	1460	33	0.970588	0.029412
5959	403	540	0.480856	0.519144
29	4	9	0.999150	0.000850
777	221	88	0.480856	0.519144
613	59	50	0.480856	0.519144
678	59	114	0.480856	0.519144
1944	390	418	0.480856	0.519144
1358	111	101	0.480856	0.519144
141	24	28	0.480856	0.519144
1685	99	100	0.480856	0.519144
8096	1125	662	0.970588	0.029412
402	31	34	0.480856	0.519144
4262	1250	1980	0.480856	0.519144
632	98	221	0.480856	0.519144
65	9	17	0.480856	0.519144
4277	1684	1990	0.480856	0.519144
38	53	13	0.480856	0.519144
5246	647	42	0.480856	0.519144
69	2	2	0.480927	0.519073
11	8	13	0.970588	0.029412
10244	498	196	0.480927	0.519073
210	192	216	0.970588	0.029412
724	187	149	0.029411	0.970589
1504	341	74	0.480856	0.519144
1616	224	322	0.480856	0.519144
235	41	38	0.480856	0.519144
238	145	264	0.480856	0.519144
2630	3065	3295	0.480856	0.519144
5056	1084	631	0.970596	0.029404
483	153	190	0.480856	0.519144
996	67	32	0.480927	0.519073
21319	1070	647	0.480856	0.519144
1027	43	74	0.480856	0.519144
17	2	12	0.480856	0.519144
19064	2446	2512	0.480856	0.519144
120	37	46	0.480856	0.519144
716	96	220	0.480856	0.519144
820	31	9	0.480856	0.519144
1321	321	325	0.480856	0.519144
159	82	67	0.480856	0.519144
221	130	134	0.480856	0.519144
136	55	108	0.480856	0.519144
1175	22	34	0.480856	0.519144
3930	61	58	0.480856	0.519144
96	7	19	0.480856	0.519144
1504	453	431	0.480856	0.519144
282	46	25	0.480856	0.519144
292	107	122	0.480856	0.519144
1743	162	170	0.480856	0.519144
267	36	59	0.480856	0.519144
521	88	178	0.480856	0.519144
870	170	212	0.480856	0.519144
4237	309	65	0.480856	0.519144
154	48	55	0.480856	0.519144
147	49	62	0.480856	0.519144
1411	578	883	0.519134	0.480866
659	180	131	0.480856	0.519144
2811	262	191	0.480856	0.519144
6597	358	107	0.480856	0.519144
3274	408	82	0.970588	0.029412
2850	212	0	0.480856	0.519144
40	12	12	0.480856	0.519144
73	25	62	0.480856	0.519144
647	85	73	0.480856	0.519144
2174	97	145	0.480856	0.519144
7936	984	981	0.480856	0.519144
130	14	38	0.480856	0.519144
3494	528	9	0.480856	0.519144
191	672	177	0.480856	0.519144
144	19	38	0.480856	0.519144
5571	231	196	0.480856	0.519144
33	9	20	0.480856	0.519144
482	20	63	0.970588	0.029412
1608	146	187	0.970588	0.029412
446	29	15	0.480856	0.519144
297	95	273	0.480856	0.519144
230	375	853	0.480856	0.519144
302	49	79	0.480856	0.519144
540	272	149	0.029411	0.970589
999	88	57	0.480856	0.519144
1095	99	177	0.480856	0.519144
4295	271	84	0.480927	0.519073
1	0	0	0.480856	0.519144
196	20	20	0.480856	0.519144
286	559	692	0.480856	0.519144
65	15	21	0.480856	0.519144
1839	71	84	0.480856	0.519144
8326	544	155	0.480856	0.519144
270	20	19	0.480856	0.519144
10623	931	631	0.480856	0.519144
2355	246	77	0.480856	0.519144
285	228	2001	0.480856	0.519144
260	94	168	0.480856	0.519144
3350	1964	2136	0.480856	0.519144
750	271	227	0.480856	0.519144
2722	193	52	0.480856	0.519144
1286	97	79	0.480856	0.519144
1426	180	194	0.480856	0.519144
532	84	136	0.480856	0.519144
43005	1996	23	0.480856	0.519144
6021	139	165	0.480856	0.519144
70	20	33	0.480856	0.519144
4802	273	129	0.480856	0.519144
673	279	289	0.970588	0.029412
572	64	10	0.970588	0.029412
875	69	50	0.480856	0.519144
416	129	253	0.970588	0.029412
9745	552	289	0.480856	0.519144
11	3	11	0.480856	0.519144
6278	468	459	0.480856	0.519144
233	28	29	0.970588	0.029412
62	19	22	0.480856	0.519144
1069	136	49	0.970588	0.029412
440	40	73	0.480856	0.519144
122	51	70	0.480856	0.519144
1820	228	102	0.970588	0.029412
651	30	28	0.480856	0.519144
755	571	515	0.480856	0.519144
2536	476	440	0.480856	0.519144
540	43	51	0.480856	0.519144
335	436	50	0.480856	0.519144
328	24	24	0.480856	0.519144
7595	533	53	0.480856	0.519144
405	27	23	0.480856	0.519144
14	31	33	0.480856	0.519144
203	34	32	0.480856	0.519144
427	2395	115	0.480856	0.519144
997	130	66	0.480856	0.519144
194	37	49	0.480856	0.519144
1474	93	54	0.970588	0.029412
785	36	140	0.480856	0.519144
3338	150	349	0.480856	0.519144
22646	437	263	0.999150	0.000850
2624	211	227	0.480856	0.519144
3902	273	359	0.970588	0.029412
12793	138	158	0.970588	0.029412
1933	163	120	0.480856	0.519144
325	12	23	0.480856	0.519144
588	35	97	0.480856	0.519144
1198	83	98	0.480856	0.519144
2133	809	1616	0.480927	0.519073
3956	309	273	0.480856	0.519144
4362	759	926	0.480856	0.519144
2154	152	131	0.480927	0.519073
3274	310	153	0.480856	0.519144
131	52	27	0.480856	0.519144
2806	195	153	0.480856	0.519144
1034	25	37	0.480856	0.519144
241	18	13	0.480927	0.519073
359	17	22	0.480856	0.519144
246	62	79	0.970596	0.029404
363	27	47	0.970588	0.029412
4	6	7	0.480856	0.519144
143	105	58	0.480856	0.519144
6	3	15	0.480856	0.519144
99	49	62	0.480856	0.519144
329	19	24	0.480856	0.519144
53	12	35	0.480856	0.519144
1392	8	0	0.029411	0.970589
1163	153	145	0.480856	0.519144
66	13	14	0.480856	0.519144
865	54	45	0.970588	0.029412
309	35	50	0.480927	0.519073
9000	2840	2799	0.480856	0.519144
22	25	32	0.480856	0.519144
6774	763	377	0.480856	0.519144
708	37	64	0.480927	0.519073
962	227	272	0.480927	0.519073
677	129	254	0.480856	0.519144
111	20	44	0.480856	0.519144
1	0	20	0.480856	0.519144
571	67	63	0.480856	0.519144
191	91	99	0.480856	0.519144
726	245	286	0.029411	0.970589
1015	87	0	0.480856	0.519144
2608	948	1658	0.480856	0.519144
430	36	73	0.480856	0.519144
1167	70	112	0.480856	0.519144
223	121	175	0.480856	0.519144
611	96	154	0.480856	0.519144
1135	107	73	0.015151	0.984849
4776	14002	102	0.480856	0.519144
296	57	82	0.480856	0.519144
2189	105	57	0.480856	0.519144
2043	169	291	0.480856	0.519144
1016	87	0	0.480927	0.519073
231	47	94	0.480856	0.519144
8721	428	64	0.480856	0.519144
202	232	260	0.970588	0.029412
106	23	26	0.970596	0.029404
610	78	211	0.480856	0.519144
602	36	34	0.480856	0.519144
12	5	20	0.480856	0.519144
9157	478	543	0.480856	0.519144
5499	51	42	0.480856	0.519144
1258	121	437	0.480856	0.519144
4062	233	431	0.480856	0.519144
564	59	45	0.970588	0.029412
186	152	195	0.480856	0.519144
6392	290	511	0.970588	0.029412
415	6	0	0.480856	0.519144
116	33	41	0.480856	0.519144
1040	36	57	0.480856	0.519144
5511	915	484	0.519134	0.480866
2248	313	291	0.480856	0.519144
1452	454	776	0.480856	0.519144
494	126	86	0.480856	0.519144
